id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
MAC000002,0.5648714376408216,0.4670596421471174,0.3335666003976141,0.24770377733598373,0.2256998011928424,0.2210437375745523,0.21865805168986022,0.23670576540755406,0.3209920479125245,0.48474552703777335,0.5624910538767398,0.5705168990059643,0.5720059642147116,0.5333359842942351,0.4565328035785286,0.4013836978131212,0.4087375745526839,0.49500993996023834,0.6465725638170968,0.9598946326043738,1.0349184886679925,0.7586998007952287,0.7431292262425452,0.6554075548707755
MAC000003,2.770187444037941,2.4906097579945836,1.6334159895663944,1.5319363134146333,1.4038699201897014,1.3642195117886187,1.409777778319782,0.6453102981029814,0.44084688346883444,0.4032330623306235,0.3950514905149057,0.48484552831978384,0.5062046070460703,0.38485501355013585,0.27645934959349555,0.23668292682926825,0.28306504065040666,0.3631314363143632,0.41951897018970163,0.40390108401083996,0.3827967482384827,0.31484688333333305,0.28675745243902423,0.23168563699186942
MAC000004,0.06436469398077899,0.07210925644916533,0.06923216995447647,0.06321396054628224,0.07369650986342939,0.06766009104704093,0.07016691957511374,0.0767678300455235,0.0723581185128983,0.07868740515933224,0.06935811836115317,0.07087405159332313,0.0780546282245827,0.06603793626707136,0.06905766312594837,0.07420940819423373,0.06504097116843703,0.07297420333839151,0.06897572078907432,0.06737177541729893,0.07641426403641875,0.07387405159332311,0.06628983308042485,0.07127010622154772
MAC000006,0.06745750770585644,0.06054689564068689,0.05880184940554819,0.0588982826948481,0.059648612945838814,0.06543593130779389,0.08628929986789943,0.1341915455746366,0.21108718626155834,0.20351783355350067,0.14362615587846758,0.1247793923381771,0.11942272126816368,0.10453632760898268,0.10368824306472908,0.1065138705416114,0.11032892998679006,0.13699471598414786,0.16794055482166445,0.18006869220607638,0.17782826948480862,0.16185733157199478,0.12504623513870522,0.08801717305151924
MAC000007,0.1589289827255279,0.1428138195777353,0.14306717850287903,0.1424395393474088,0.1353032629558543,0.13719001919385806,0.14159500959692906,0.25677351247600755,0.5260479846449131,0.651662187715931,0.5438176585412668,0.5061094055662188,0.5042533585412673,0.45706717907869476,0.37323416545105564,0.3188618044145874,0.3330652587332052,0.6396295573896361,0.8490729353166994,0.6778771600767752,0.5531151629558541,0.5563666024952015,0.4715182343570055,0.2781727447216891
MAC000008,0.5696296980899562,0.5070147874306833,0.4706247689463956,0.4538465804066543,0.44877449168207056,0.45232902033271766,0.4780388170055451,0.6656099817005541,0.7172310537892795,0.8090462107208873,0.8354842879852123,0.8241829946395571,0.8427781885397405,0.8775471345656192,0.8352846576709808,0.7822236595194088,0.8129704247689473,0.8890184848428836,0.9474695012939012,0.934360443992607,0.9091626621072093,0.9007467652495377,0.7999870608133093,0.6692735674676524
MAC000009,0.14793256997455473,0.13905534351145038,0.1429274809160307,0.14512022900763355,0.14769274809160307,0.15111450381679392,0.15302480916030528,0.2466774809160305,0.41010687003816804,0.48882061068702276,0.43641030515267154,0.7602767190839699,0.8737977101145037,0.4162786257633589,0.31868511450381726,0.3408492366412212,0.39931679389313,0.4731125954198474,0.41366412213740483,0.4500534351145043,0.43390458015267175,0.44211832061068734,0.41489122137404616,0.24167366412213753
MAC000010,0.653621241266795,0.4909366602687137,0.43385412667946266,0.37312476007677536,0.3848253358925146,0.4830518232245684,0.5946468333973131,0.8094529761996162,1.0998522069097887,1.2126852205374286,1.1545086378119,1.0938867558541263,1.1838042222648757,1.3195777341650683,1.2924990395393483,1.2038253351247592,1.2690211134356997,1.7345950095969307,2.269827254126678,1.9469692892514383,1.6262667940499043,1.5163589236084458,1.3018464487524006,0.9769712095969296
MAC000011,0.4820594993914808,0.3345983772819474,0.28537322515213004,0.26639148073022273,0.3500182555780932,0.5063752535496953,0.4987890464503044,0.5395233267748478,0.5690000004056794,0.48323123711967564,0.49158215010141987,0.5766673425963488,0.5577261665314398,0.5470811359026367,0.5443549693711971,0.6288803243407708,0.8368458409736301,1.0401095322515204,1.0531075056795132,0.9752758616632861,0.9953042614604455,0.9710040578093306,0.8612738340770799,0.6700081131845836
MAC000012,0.06567511371020146,0.05777972709551662,0.05248927875243662,0.05475633528265111,0.05429629629629629,0.051224171539961054,0.05720077972709554,0.06319688109161792,0.08348538011695901,0.1112846003898635,0.10934502923976609,0.10905068226120862,0.10284015594541908,0.08998245614035082,0.08564912280701753,0.08223586725146194,0.08885185185185193,0.12445419083820655,0.1296608187134503,0.1294697855750487,0.11635867446393758,0.10751267056530209,0.100635477582846,0.08434307992202734
MAC000013,0.19822330623306217,0.18199837398373986,0.16971707317073176,0.16504715447154453,0.1594357723577234,0.1572650406504064,0.1683999999999998,0.17505691056910547,0.1869479674796746,0.20209105691056917,0.19287804878048787,0.17420325203252035,0.1701008130081298,0.1870162601626016,0.20550243902439036,0.21578861788617892,0.24178211382113787,0.2761674796747966,0.311648780487805,0.3427658536585365,0.3466048780487806,0.33764878048780494,0.2843252032520327,0.23291219512195102
MAC000016,0.031872742200328444,0.029657635467980205,0.024662561576354654,0.024061576354679776,0.02409359605911326,0.022637931034482726,0.02879556650246302,0.03528078817733983,0.0609261083743843,0.06156157635467978,0.07074876847290645,0.08526354679802955,0.07552463054187192,0.06840394088669952,0.05979802955665026,0.06492610837438412,0.06790147783251241,0.07367241379310303,0.08461576354679765,0.07223645320197004,0.07199014778325084,0.0672536945812807,0.05897536945812824,0.04249753694581289
MAC000018,0.5248167282902834,0.4725018450184499,0.41896801955719565,0.3760701105781054,0.35004674046740436,0.3291402215252152,0.3160147601476015,0.3399544895448954,0.3503960639606393,0.36586592853628536,0.37359040541205407,0.37287822890528866,0.3748806888068883,0.42367158646986464,0.44333210307503096,0.44727183308733115,0.44266174649446466,0.47237884354243526,0.5479901601476008,0.5636801969249691,0.5928683890528902,0.621130380934809,0.6301377615006154,0.5865448955719555
MAC000019,0.15487945879458795,0.13156457564575644,0.13023616236162358,0.1315584255842558,0.1304120541205414,0.1291771217712178,0.1401205412054121,0.2040196801968019,0.32536900381303846,0.37938376383763855,0.25441205412054113,0.3312201724477241,0.3884612548585487,0.2987293972939732,0.25895694944649456,0.2929065190651909,0.4215608857318575,0.521071340713407,0.33018327183271845,0.2692644526445263,0.2687638376383762,0.2719901599015992,0.25336900369003673,0.20046371463714655
MAC000020,0.12707011070110685,0.11754735547355451,0.11757072570725685,0.11926322263222597,0.1234686346863466,0.13071463714637124,0.1759372693726936,0.22951660516605152,0.27953874538745405,0.3193603936039358,0.3392115621156209,0.31806519065190686,0.3222583024600246,0.2857872079950802,0.2525018450184502,0.26561869630996315,0.3067859778597786,0.4746027057810575,0.5952250928659291,0.45397908954489574,0.38256949581795896,0.36055596568265674,0.289446494464945,0.17801476014760145
MAC000021,0.820734727347274,0.7748265686346875,0.756083640713407,0.7516863471094718,0.7445805658056583,0.7757257072570728,0.8413111929889288,0.9270184503075023,1.0502410830258309,1.052911438622387,1.0097847476014754,0.9572410825338237,0.8915473554735557,0.9007306275522754,0.886468635178352,0.8721451410824105,0.9262742929889298,1.004078721279213,1.0635953252152515,1.1242792127921295,1.1671008606396078,1.1416814271832703,1.090623616605164,0.9710553503075037
