Empresa	Mercado	Mes	Año	Per	GM	TM	PR	D	CV	RM	CUV	OP	E1	E2	E3	E4	E56	Día
CHEC S.A. E.S.P.	CALDAS	Feb-21	2021	2	218,530	43,960	43,190	218,230	80,030	21,510	625,450	612,630	247,300	306,320	520,740	612,630	735,160	25
CHEC S.A. E.S.P.	CALDAS	Mar-21	2021	3	236,930	41,180	45,430	220,970	80,400	12,780	637,680	616,310	248,780	308,160	523,860	616,310	739,570	25
CHEC S.A. E.S.P.	CALDAS	Abr-21	2021	4	220,770	36,080	43,380	216,480	82,030	21,440	620,180	620,010	250,050	310,000	527,010	620,010	744,010	25
CHEC S.A. E.S.P.	CALDAS	May-21	2021	5	224,540	36,320	44,040	223,250	83,130	20,650	631,920	623,730	251,550	311,860	530,170	623,730	748,470	25
CHEC S.A. E.S.P.	CALDAS	Jun-21	2021	6	218,570	47,930	45,050	236,600	84,740	12,000	644,890	627,470	253,060	313,740	533,350	627,470	752,970	25
CHEC S.A. E.S.P.	CALDAS	Jul-21	2021	7	210,830	41,570	43,010	231,740	82,330	27,060	636,540	631,240	252,910	315,620	536,550	631,240	757,490	25
CHEC S.A. E.S.P.	CALDAS	Ago-21	2021	8	203,880	40,280	41,160	224,310	84,350	33,130	627,120	635,020	254,010	317,510	539,770	635,020	762,030	25
CHEC S.A. E.S.P.	CALDAS	Sep-21	2021	9	208,430	36,970	41,400	226,430	83,020	36,050	632,290	638,830	255,530	319,420	543,010	638,830	766,600	25
CHEC S.A. E.S.P.	CALDAS	Oct-21	2021	10	222,270	38,070	43,890	235,510	83,490	33,420	656,660	642,670	257,070	321,330	546,270	642,670	771,200	25
CHEC S.A. E.S.P.	CALDAS	Nov-21	2021	11	217,630	37,310	42,840	241,230	82,470	40,980	662,460	646,520	258,610	323,260	549,540	646,520	775,830	25
CHEC S.A. E.S.P.	CALDAS	Dic-21	2021	12	230,577	38,052	44,790	231,815	85,092	38,720	669,047	650,401	260,161	325,201	552,841	650,401	780,482	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Ene-21	2021	1	209,680	36,100	45,990	191,160	53,240	22,100	558,260	541,490	220,890	276,120	460,270	541,490	649,790	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Feb-21	2021	2	225,700	43,960	49,040	190,820	54,150	20,440	584,110	563,150	225,260	281,580	478,680	563,150	675,780	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Mar-21	2021	3	246,940	41,180	51,970	201,170	55,650	13,850	610,750	566,530	226,610	283,270	481,550	566,530	679,840	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Abr-21	2021	4	224,360	36,080	48,790	198,420	60,230	21,720	589,600	569,930	227,970	284,970	484,440	569,930	683,920	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	May-21	2021	5	228,640	36,320	49,670	195,850	57,290	19,110	586,890	573,350	229,340	286,680	487,350	573,350	688,020	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Jun-21	2021	6	234,880	47,930	52,730	201,290	55,710	12,840	605,370	576,790	230,720	288,400	490,270	576,790	692,150	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Jul-21	2021	7	239,520	41,570	52,660	195,260	59,410	26,900	615,320	580,250	232,100	290,130	493,210	580,250	696,300	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Ago-21	2021	8	246,060	40,280	48,490	193,680	58,000	32,880	619,380	583,730	233,490	291,870	496,170	583,730	700,480	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Sep-21	2021	9	247,000	36,970	48,140	195,390	57,950	35,710	621,160	587,240	234,890	293,620	499,150	587,240	704,680	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Oct-21	2021	10	248,620	38,070	48,950	192,210	54,470	34,850	617,170	598,980	239,590	299,490	509,130	598,980	718,780	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Nov-21	2021	11	246,820	37,310	48,180	194,620	55,160	39,380	621,460	610,960	244,380	305,480	519,320	610,960	733,150	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Dic-21	2021	12	246,080	38,050	48,100	204,270	54,530	39,650	630,670	623,180	249,270	311,590	529,700	623,180	747,820	25
DISPAC S.A. E.S.P.	CHOCO	Ene-21	2021	1	210,960	36,100	40,470	149,590	128,930	27,100	593,150	601,700	271,680	340,950	511,450	601,700	722,040	25
DISPAC S.A. E.S.P.	CHOCO	Feb-21	2021	2	211,320	43,960	33,770	116,060	133,310	25,210	563,620	603,720	272,790	342,340	513,200	603,760	724,510	25
DISPAC S.A. E.S.P.	CHOCO	Mar-21	2021	3	231,530	41,180	58,020	121,700	138,840	13,900	605,160	603,210	272,520	342,000	512,730	603,210	723,850	25
DISPAC S.A. E.S.P.	CHOCO	Abr-21	2021	4	228,100	36,080	58,260	129,420	132,110	24,740	608,710	606,930	273,900	343,730	515,890	606,930	728,320	25
DISPAC S.A. E.S.P.	CHOCO	May-21	2021	5	231,090	36,320	59,260	133,780	139,400	22,810	622,660	610,570	275,530	345,790	518,980	610,570	732,680	25
DISPAC S.A. E.S.P.	CHOCO	Jun-21	2021	6	230,100	47,930	61,210	137,670	135,800	13,680	626,390	614,230	277,180	347,860	522,100	614,230	737,080	25
DISPAC S.A. E.S.P.	CHOCO	Jul-21	2021	7	233,660	41,570	61,440	136,290	136,270	29,730	638,960	617,920	277,030	347,670	525,230	617,920	741,500	25
DISPAC S.A. E.S.P.	CHOCO	Ago-21	2021	8	233,820	40,280	60,740	149,310	136,940	38,510	659,590	621,630	277,950	348,820	528,390	621,630	745,960	25
DISPAC S.A. E.S.P.	CHOCO	Sep-21	2021	9	237,220	36,970	61,060	149,080	140,770	38,550	663,650	625,360	279,170	350,350	531,560	625,360	750,430	25
DISPAC S.A. E.S.P.	CHOCO	Oct-21	2021	10	238,770	38,070	61,810	146,660	137,910	39,580	662,800	629,110	280,240	351,690	534,740	629,110	754,930	25
DISPAC S.A. E.S.P.	CHOCO	Nov-21	2021	11	231,530	37,370	60,620	146,960	139,960	46,680	663,050	632,880	280,290	351,760	537,950	632,880	759,460	25
DISPAC S.A. E.S.P.	CHOCO	Dic-21	2021	12	232,970	38,050	61,080	146,280	139,950	43,930	662,260	636,680	281,520	353,310	541,180	636,680	764,020	25
EBSA S.A. E.S.P.	BOYACA	Ene-21	2021	1	221,480	36,100	49,300	191,160	91,260	29,180	618,480	577,870	256,370	320,460	488,740	577,870	693,440	25
EBSA S.A. E.S.P.	BOYACA	Feb-21	2021	2	218,240	43,960	49,680	190,820	93,630	16,830	613,160	581,330	257,420	321,780	494,130	581,330	697,600	25
EBSA S.A. E.S.P.	BOYACA	Mar-21	2021	3	240,740	41,180	53,130	201,170	88,090	15,100	639,410	592,960	259,070	323,840	504,020	592,960	711,550	25
EBSA S.A. E.S.P.	BOYACA	Abr-21	2021	4	221,690	36,080	49,850	198,420	97,620	27,160	630,830	601,860	260,390	325,490	511,580	601,860	722,230	25
EBSA S.A. E.S.P.	BOYACA	May-21	2021	5	223,750	36,320	50,310	195,850	101,770	15,430	623,440	610,880	261,930	327,410	519,250	610,880	733,060	25
EBSA S.A. E.S.P.	BOYACA	Jun-21	2021	6	222,750	47,930	52,390	201,290	95,960	16,150	636,470	616,990	264,550	330,680	524,440	616,990	740,390	25
EBSA S.A. E.S.P.	BOYACA	Jul-21	2021	7	223,570	41,570	51,450	195,260	101,380	33,500	646,720	623,160	264,410	330,520	529,690	623,160	747,790	25
EBSA S.A. E.S.P.	BOYACA	Ago-21	2021	8	226,940	40,280	49,600	193,680	98,480	26,100	635,070	629,390	265,260	331,580	534,990	629,390	755,270	25
EBSA S.A. E.S.P.	BOYACA	Sep-21	2021	9	227,590	36,970	49,130	195,390	99,300	43,760	652,130	635,690	266,450	333,070	540,330	635,690	762,830	25
EBSA S.A. E.S.P.	BOYACA	Oct-21	2021	10	228,450	38,070	49,800	192,210	100,900	41,960	651,380	642,040	267,470	334,330	545,740	642,040	770,450	25
EBSA S.A. E.S.P.	BOYACA	Nov-21	2021	11	231,920	37,310	50,000	194,620	96,990	32,000	642,830	648,470	267,490	334,370	551,200	648,470	778,160	25
EBSA S.A. E.S.P.	BOYACA	Dic-21	2021	12	230,810	38,050	49,800	204,270	98,810	48,880	670,620	661,430	268,830	336,040	562,220	661,430	793,720	25
EDEQ S.A. E.S.P.	QUINDIO	Ene-21	2021	1	209,660	36,100	45,110	206,300	71,830	22,250	591,240	592,250	240,610	300,760	503,410	592,250	710,700	25
EDEQ S.A. E.S.P.	QUINDIO	Feb-21	2021	2	215,240	43,960	46,900	218,230	71,510	21,540	617,380	595,810	241,590	301,990	506,430	595,810	714,970	25
EDEQ S.A. E.S.P.	QUINDIO	Mar-21	2021	3	236,700	41,180	49,420	220,970	73,190	11,970	633,420	599,380	243,040	303,800	509,470	599,380	719,260	25
EDEQ S.A. E.S.P.	QUINDIO	Abr-21	2021	4	220,610	36,080	47,450	216,480	72,210	21,830	614,670	602,980	244,270	305,340	512,530	602,980	723,570	25
EDEQ S.A. E.S.P.	QUINDIO	May-21	2021	5	226,990	36,320	48,640	223,250	76,890	19,500	631,590	606,590	245,730	307,160	515,610	606,590	727,910	25
EDEQ S.A. E.S.P.	QUINDIO	Jun-21	2021	6	227,900	47,930	46,160	236,600	71,870	12,370	642,820	610,230	247,200	309,010	518,700	610,230	732,280	25
EDEQ S.A. E.S.P.	QUINDIO	Jul-21	2021	7	230,020	41,570	45,590	231,740	97,150	25,390	671,460	613,900	247,070	308,840	521,810	613,900	736,670	25
EDEQ S.A. E.S.P.	QUINDIO	Ago-21	2021	8	225,000	40,280	43,980	224,310	75,840	33,670	643,070	617,580	247,890	309,860	524,940	617,580	741,090	25
EDEQ S.A. E.S.P.	QUINDIO	Sep-21	2021	9	228,280	36,970	44,030	226,430	78,370	33,520	647,590	621,280	248,980	311,220	528,090	621,280	745,540	25
EDEQ S.A. E.S.P.	QUINDIO	Oct-21	2021	10	229,980	38,070	44,710	235,510	75,890	35,770	659,930	625,010	250,000	312,510	531,260	625,010	750,010	25
EDEQ S.A. E.S.P.	QUINDIO	Nov-21	2021	11	232,790	37,310	44,760	241,230	80,100	37,800	673,980	628,760	251,500	314,380	534,450	628,760	754,510	25
EDEQ S.A. E.S.P.	QUINDIO	Dic-21	2021	12	233,210	38,050	44,840	231,820	75,970	39,220	663,110	632,530	253,010	316,270	537,650	632,530	759,040	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Ene-21	2021	1	231,990	36,100	44,000	226,510	74,750	24,080	637,430	629,910	265,330	331,660	535,420	629,910	755,890	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Feb-21	2021	2	233,130	43,960	44,870	223,390	76,640	22,020	644,020	645,030	266,410	333,010	548,270	645,030	774,030	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Mar-21	2021	3	236,940	41,180	44,840	215,800	76,380	13,430	628,560	648,900	268,010	335,010	551,560	648,900	778,670	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Abr-21	2021	4	241,930	36,080	45,520	224,500	76,800	21,700	646,530	652,790	269,370	336,730	554,870	652,790	783,350	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	May-21	2021	5	231,990	36,320	44,110	233,910	75,900	21,160	643,390	651,770	268,950	336,180	554,000	651,770	782,120	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Jun-21	2021	6	239,290	47,930	46,840	250,750	77,970	12,460	675,230		271,640	339,550	573,950	675,230	810,280	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Jul-21	2021	7	237,910	41,570	46,000	235,520	78,620	29,030	668,660		269,000	336,250	568,360	668,660	802,390	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Ago-21	2021	8	241,640	40,280	45,800	235,510	79,840	33,490	676,570		270,630	338,280	575,080	676,570	811,880	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Sep-21	2021	9	249,140	36,970	46,400	237,760	78,590	38,210	687,070		274,830	343,530	584,010	687,070	824,480	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Oct-21	2021	10	249,970	38,070	47,050	252,310	80,940	36,920	705,260		282,100	352,630	599,470	705,260	846,310	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Nov-21	2021	11	260,980	37,310	48,460	176,330	79,980	42,790	645,830		258,330	322,920	548,960	645,830	775,000	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Dic-21	2021	12	266,670	38,050	49,400	171,960	75,980	42,260	644,330		257,730	322,160	547,680	644,330	773,190	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Ene-21	2021	1	216,320	36,100	41,360	226,510	86,910	24,200	631,400	641,290	256,600	320,750	545,100	641,290	769,550	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Feb-21	2021	2	225,780	43,960	43,640	223,390	91,040	21,780	649,600	661,790	264,720	330,900	562,520	661,790	794,150	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Mar-21	2021	3	230,790	41,180	43,820	215,800	90,050	12,850	634,500	645,680	258,270	322,840	548,830	645,680	774,820	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Abr-21	2021	4	235,110	36,080	44,390	224,500	91,180	22,030	653,300	663,500	265,400	331,750	563,980	663,500	796,200	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	May-21	2021	5	238,010	36,320	45,120	233,910	96,130	20,610	670,100	679,400	271,760	339,700	577,490	679,400	815,280	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Jun-21	2021	6	243,710	47,930	47,570	250,750	93,650	12,400	696,000	704,470	281,790	352,240	598,800	704,470	845,360	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Jul-21	2021	7	243,630	41,570	46,950	235,520	95,070	27,350	690,100	697,760	279,100	348,880	593,100	697,760	837,310	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Ago-21	2021	8	247,320	40,280	46,730	235,510	95,210	34,850	699,900	706,850	282,740	353,420	600,820	706,850	848,220	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Sep-21	2021	9	246,370	36,970	45,940	237,760	97,850	38,220	703,100	709,420	283,770	354,700	603,010	709,420	851,300	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Oct-21	2021	10	245,120	38,070	46,230	252,310	95,240	35,930	712,900	718,670	287,470	359,340	610,870	718,670	862,400	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Nov-21	2021	11	245,030	37,310	45,830	176,330	89,730	43,570	637,800	643,050	257,220	321,530	546,590	643,050	771,660	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Dic-21	2021	12	244,380	38,050	45,730	171,960	89,530	41,150	630,800	635,560	254,220	317,780	540,220	635,560	762,670	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Ene-21	2021	1	211,160	36,100	46,300	206,300	71,700	22,450	595,270	609,020	253,410	316,760	517,660	609,020	730,820	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Feb-21	2021	2	220,940	43,960	47,920	218,230	70,740	22,010	623,800	615,110	254,440	318,060	522,840	615,110	738,130	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Mar-21	2021	3	244,630	41,180	50,840	220,970	72,610	13,330	643,550	633,560	256,050	320,070	538,530	633,560	760,270	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Abr-21	2021	4	222,820	36,080	48,350	216,480	74,660	20,590	618,980	652,570	261,030	326,280	554,680	652,570	783,080	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	May-21	2021	5	225,600	36,320	49,030	223,250	73,960	20,310	628,460	659,090	263,640	329,550	560,230	659,090	790,910	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Jun-21	2021	6	225,580	47,930	44,430	236,600	74,030	12,150	640,720	665,680	266,670	332,840	565,830	665,680	798,820	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	JuL-21	2021	7	226,700	41,570	43,830	231,740	73,050	27,860	644,750	670,050	268,020	335,030	569,540	670,050	804,060	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Ago-21	2021	8	229,050	40,280	43,380	224,310	74,600	33,520	645,140	644,250	257,700	322,130	547,620	644,250	773,100	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Sep-21	2021	9	237,100	36,970	44,130	226,430	73,140	34,960	652,730		261,090	326,370	554,820	652,730	783,280	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Oct-21	2021	10	238,130	38,070	44,750	235,510	72,530	35,170	664,150		265,660	332,080	564,530	664,150	796,980	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Nov-21	2021	11	238,800	37,310	44,440	241,230	75,470	39,890	677,140		270,860	338,570	575,570	677,140	812,570	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Dic-21	2021	12	237,980	38,050	44,350	231,820	74,070	40,630	666,910		266,760	333,450	566,870	666,910	800,290	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Ene-21	2021	1	201,670	36,100	38,950	139,080	87,070	27,770	530,650		212,260	265,330	451,050	530,650	636,780	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Feb-21	2021	2	212,370	43,960	41,430	142,190	85,470	27,100	552,530		221,010	276,260	469,650	552,530	663,040	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Mar-21	2021	3	248,650	41,180	46,850	146,330	92,040	15,910	590,960		236,390	295,480	502,320	590,960	709,160	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Abr-21	2021	4	213,620	36,080	40,920	146,730	95,550	27,390	560,280		224,110	280,140	476,240	560,280	672,340	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	May-21	2021	5	214,210	36,320	41,210	150,030	92,820	27,200	561,790		224,720	280,900	477,520	561,790	674,150	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Jun-21	2021	6	212,920	47,930	42,500	151,960	96,050	18,290	569,660		227,860	284,830	484,210	569,660	683,590	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Jul-21	2021	7	226,270	41,570	247,240	135,580	96,080	37,210	783,960	626,220	250,490	313,110	532,280	626,220	751,460	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Ago-21	2021	8	243,490	40,280	278,350	135,570	117,580	46,230	861,490	597,790	239,110	298,890	508,120	597,790	717,340	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Sep-21	2021	9	243,510	36,970	276,250	108,480	122,540	46,670	834,430	606,750	242,700	303,380	515,740	606,750	728,100	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Oct-21	2021	10	247,980	38,070	280,560	129,080	120,220	46,120	862,040	615,860	246,340	307,930	523,480	615,860	739,030	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Nov-21	2021	11	252,000	37,310	282,310	129,970	120,860	51,990	874,440	665,130	266,050	332,560	565,360	665,130	798,150	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Dic-21	2021	12	251,490	38,050	282,320	151,250	120,870	50,880	894,860	711,690	284,680	355,840	604,930	711,690	854,020	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Ene-21	2021	1	202,410	36,100	39,080	139,080	90,670	30,030	537,360	544,630	217,850	272,320	462,940	544,630	653,560	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Feb-21	2021	2	208,840	43,960	40,970	142,190	99,580	28,040	563,580	550,080	220,030	275,040	467,570	550,080	660,100	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Mar-21	2021	3	250,020	41,180	47,090	146,330	91,580	18,170	594,360	566,580	226,630	283,290	481,590	566,580	679,900	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Abr-21	2021	4	208,140	36,080	40,020	146,720	100,240	28,540	559,740	575,080	230,030	287,540	488,820	575,080	690,100	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	May-21	2021	5	213,500	36,320	41,100	150,020	91,470	25,770	558,180	574,690	229,880	287,350	488,490	574,690	689,630	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Jun-21	2021	6	211,440	47,930	42,250	151,960	92,580	16,610	562,780	562,250	224,900	281,120	477,910	562,250	674,700	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Jul-21	2021	7	223,950	41,570	183,930	164,380	92,530	35,390	741,740	565,620	226,250	282,810	480,780	565,620	678,650	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Ago-21	2021	8	232,250	40,280	186,300	161,990	111,480	44,380	776,680	569,020	227,610	284,510	483,660	569,020	682,820	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Sep-21	2021	9	231,690	36,970	203,580	132,620	110,830	46,670	762,360	574,140	229,650	287,070	488,020	574,140	688,960	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Oct-21	2021	10	238,090	38,070	207,840	165,810	109,840	44,550	804,200	579,300	231,720	289,650	492,410	579,300	695,170	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Nov-21	2021	11	236,950	37,310	206,670	166,540	114,510	51,730	813,690	584,520	233,810	292,260	496,840	584,520	701,420	25
CARIBEMAR DE LA COSTA S.A.S. E.S.P. (AFINIA)	CARIBE MAR	Dic-21	2021	12	237,880	38,050	207,440	200,240	116,360	51,010	850,990	579,780	235,910	294,890	501,310	589,780	707,730	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Ene-21	2021	1	218,170	36,100	41,660	226,510	108,160	25,000	655,600	608,730	273,440	341,800	517,420	608,730	730,480	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Feb-21	2021	2	226,700	43,960	43,780	223,390	106,120	24,690	668,650	614,210	274,560	343,200	522,080	614,210	737,050	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Mar-21	2021	3	224,770	41,180	42,840	215,800	107,840	14,530	646,950	619,740	276,300	345,370	526,780	619,740	743,690	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Abr-21	2021	4	233,210	36,080	44,070	224,500	109,360	23,580	670,810	625,320	277,690	347,110	531,520	625,320	750,380	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	May-21	2021	5	235,720	36,320	44,730	233,910	111,800	23,000	685,470	630,950	279,360	349,200	536,300	630,950	757,130	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Jun-21	2021	6	235,910	47,930	46,270	250,750	114,100	13,340	708,280	636,620	282,160	352,700	541,130	636,620	763,940	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Jul-21	2021	7	240,530	41,570	46,440	235,520	111,830	30,920	706,810	642,350	282,000	352,500	546,000	642,350	770,820	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Ago-21	2021	8	243,930	40,280	37,720	235,510	121,700	37,720	725,300	648,130	282,920	353,650	550,910	648,130	777,760	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Sep-21	2021	9	234,800	36,970	44,020	237,760	121,540	40,760	715,850	653,970	284,170	355,210	555,870	653,970	784,760	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Oct-21	2021	10	242,810	38,070	45,850	252,310	115,620	37,990	732,650	659,850	285,260	356,570	560,880	659,850	791,820	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Nov-21	2021	11	240,040	37,310	45,010	176,330	109,510	47,730	655,920	665,790	285,310	356,640	565,920	665,790	798,950	25
ELECTROCAQUETÁ S.A. E.S.P.	CAQUETÁ	Dic-21	2021	12	238,370	38,050	44,750	171,960	112,700	46,460	652,300	671,780	286,720	358,400	571,020	671,780	806,140	25
ELECTROHUILA S.A. E.S.P.	HUILA	Ene-21	2021	1	229,260	36,100	44,020	191,160	99,870	24,050	624,450	617,880	247,150	308,940	525,200	617,880	741,460	25
ELECTROHUILA S.A. E.S.P.	HUILA	Feb-21	2021	2	224,680	43,960	43,470	190,820	104,260	22,370	629,560	623,440	249,380	311,720	529,920	623,440	748,130	25
ELECTROHUILA S.A. E.S.P.	HUILA	Mar-21	2021	3	245,680	41,180	46,300	201,170	104,440	13,600	652,360	629,050	251,620	314,530	534,690	629,050	754,860	25
ELECTROHUILA S.A. E.S.P.	HUILA	Abr-21	2021	4	229,840	36,080	43,550	198,420	107,080	23,010	637,980	634,710	253,890	317,360	539,510	634,710	761,660	25
ELECTROHUILA S.A. E.S.P.	HUILA	May-21	2021	5	233,170	36,320	44,320	195,850	112,290	21,800	643,750	640,430	256,170	320,210	544,360	640,430	768,510	25
ELECTROHUILA S.A. E.S.P.	HUILA	Jun-21	2021	6	237,560	47,930	46,630	201,290	110,500	13,570	657,910	646,190	258,480	323,090	549,260	646,190	775,430	25
ELECTROHUILA S.A. E.S.P.	HUILA	Jul-21	2021	7	251,660	41,570	48,320	195,260	112,030	29,390	678,230	652,010	260,800	326,000	554,200	652,010	782,410	25
ELECTROHUILA S.A. E.S.P.	HUILA	Ago-21**	2021	8	250,720	40,280	66,930	193,680	111,330	37,490	700,420	657,870	263,150	328,940	559,190	657,870	789,450	25
ELECTROHUILA S.A. E.S.P.	HUILA	Sep-21	2021	9	250,110	36,970	66,160	195,390	115,050	38,520	702,200	663,790	266,000	332,000	564,000	663,790	796,550	25
ELECTROHUILA S.A. E.S.P.	HUILA	Oct-21	2021	10	254,950	38,070	67,830	192,210	104,080	36,090	693,230	669,770	267,910	334,880	569,300	669,770	803,720	25
ELECTROHUILA S.A. E.S.P.	HUILA	Nov-21	2021	11	256,490	37,310	67,810	194,620	101,630	42,890	700,740	675,800	270,320	337,900	574,430	675,800	810,960	25
ELECTROHUILA S.A. E.S.P.	HUILA	Dic-21	2021	12	260,290	38,050	68,670	204,270	102,620	42,020	715,930	681,880	272,750	340,940	579,600	681,880	818,250	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Ene-21	2021	1	235,940	36,100	42,780	200,130	51,580	22,940	589,470	572,400	235,790	294,730	486,540	572,400	686,880	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Feb-21	2021	2	227,580	43,960	42,140	208,990	52,560	20,790	596,030	578,130	238,410	298,010	491,410	578,130	693,750	25
EMCALI E.I.C.E. E.S.P.	CALI - YUMBO - PUERTO TEJADA	Mar-21	2021	3	254,570	41,180	45,380	214,110	52,950	13,530	621,720	583,910	248,690	310,860	496,320	583,910	700,690	25
